"journal_name.keyword: Descending",Count
"Clinical and Experimental Hypertension. Part A: Theory and Practice",2106
"Applied Psychological Measurement",2105
"The Review of Black Political Economy",2105
"Amphibia-Reptilia",2103
"Science in China Series E: Technological Sciences",2103
"Annals of Glaciology",2102
"Seminars in Immunology",2102
"Capital & Class",2101
"Jewish Education",2101
"Supramolecular Chemistry",2099
Transportation,2099
"Annals of the Missouri Botanical Garden",2098
"Nordic Journal of Psychiatry",2098
"Nurse Leader",2098
"Inhalation Toxicology",2097
"Science in China Series D: Earth Sciences",2097
"Smart Innovation, Systems and Technologies",2097
"The Japanese Journal of Thoracic and Cardiovascular Surgery",2097
"The Journal of Bone and Joint Surgery. British volume",2097
"Bulletin of the American Meteorological Society",2096
"Current Sociology",2096
"International Journal of Plant Sciences",2096
"Pure and Applied Optics: Journal of the European Optical Society Part A",2096
"New Astronomy Reviews",2094
"Zeitschrift für die gesamte Strafrechtswissenschaft",2094
Forests,2093
"Home Care Provider",2093
"Journal of Motor Behavior",2093
"Norsk Geografisk Tidsskrift - Norwegian Journal of Geography",2093
"Computational Optimization and Applications",2092
"Journal of Complexity",2092
"Journal of Chinese Philosophy",2091
"Journal of Geotechnical and Geoenvironmental Engineering",2091
"Science Advances",2091
"Students Quarterly Journal",2091
"International Journal of Radiation Applications and Instrumentation. Part B. Nuclear Medicine and Biology",2089
"manuscripta mathematica",2089
"Juvenile and Family Court Journal",2087
"""Protein Engineering, Design and Selection""",2086
"Journal of the Operations Research Society of Japan",2086
"Genetics in Medicine",2085
"Reports on Mathematical Physics",2085
"DNP - Der Neurologe und Psychiater",2083
"IEEE Transactions on Parallel and Distributed Systems",2083
"International Communication Gazette",2082
"Journal of Telemedicine and Telecare",2082
"Environmental History",2081
"Management Research News",2078
"Nursing Science Quarterly",2078
"Scandinavian Journal of Social Medicine",2078
"Journal of Biomedical Engineering",2077
"Journal of the American Society of Hypertension",2077
"Australian Journal of Earth Sciences",2076
"Biological and Pharmaceutical Bulletin",2076
"International Conference on Science and Technology of Synthetic Metals",2076
"Mitteilungen der Deutschen Mathematiker-Vereinigung",2075
"Stereotactic and Functional Neurosurgery",2075
"ACM SIGOPS Operating Systems Review",2074
"Journal of Music Therapy",2073
"Pediatric Neurosurgery",2073
"Bone and Mineral",2072
"Journal of Wound Care",2072
Diogenes,2070
"Architectural Design",2068
"IEEE Circuits and Devices Magazine",2068
"Case Reports in Medicine",2067
"Anthropologie et Sociétés",2066
"Clean Technologies and Environmental Policy",2066
"Journal of Accounting and Public Policy",2066
"Journal of Social Welfare and Family Law",2066
"Journal of Thermal Stresses",2066
"Optical Fiber Technology",2066
"Information Economics and Policy",2065
"Aggression and Violent Behavior",2064
"IEEE Signal Processing Magazine",2064
"The American Catholic Sociological Review",2064
"The ISME Journal",2064
BioMetals,2063
"Annali di Matematica Pura ed Applicata, Series 4",2062
Immunochemistry,2062
"Land Use Law & Zoning Digest",2062
"Review of Industrial Organization",2062
"The Aeronautical Journal",2062
"The Medical Journal of Australia",2062
"Journal of Economic Perspectives",2061
"Journal of Horticultural Science",2061
"Social Science Information",2060
"Experimental Lung Research",2059
"Journal of Clinical Apheresis",2059
"Journal of Accounting Education",2058
"Wiley StatsRef: Statistics Reference Online",2058
ZooKeys,2058
"Cluster Computing",2057
"Maske und Kothurn",2057
"Stochastic Environmental Research and Risk Assessment",2057
"American Music",2056
Autophagy,2056
"Zentralblatt für Veterinärmedizin Reihe B",2056
"Aquacultural Engineering",2055
"Disease Markers",2055
"Journal of Humanistic Psychology",2055
"Paediatric Respiratory Reviews",2055
"Publications of the Astronomical Society of Australia",2055
"Academic Therapy Quarterly",2054
"IEEE/ASME Transactions on Mechatronics",2054
"Industrial Lubrication and Tribology",2053
"Intelligence and National Security",2053
"Ophthalmic Research",2053
"The Professional Animal Scientist",2053
"Educational Research",2052
"INFRASTRUCTURE PLANNING REVIEW",2052
"L'Évolution Psychiatrique",2052
"Dentomaxillofacial Radiology",2051
"Proceedings of the Physical Society. Section B",2051
"Agricultural Sciences in China",2048
"Educational Researcher",2048
"Journal of Business Communication",2047
"Journal of Philosophy of Education",2047
"Action in Teacher Education",2046
"Hormone Research in Paediatrics",2046
"Rare Metals",2046
"Social Science Computer Review",2046
"Stem Cells and Development",2046
"African American Review",2044
"Zeitschrift für Tierpsychologie",2044
"Chinese Physics C",2043
Statistics,2043
"Head & Neck Surgery",2042
SubStance,2042
"European Journal of Marketing",2041
"Signs: Journal of Women in Culture and Society",2041
"Current Opinion in Neurology",2040
"Gamete Research",2040
"Proceedings of the Japan Society of Civil Engineers",2040
Adsorption,2039
"Social Policy & Administration",2039
"Carnegie-Rochester Conference Series on Public Policy",2038
"Journal of Urban History",2038
"Studies in Applied Mathematics",2038
"Annals of Behavioral Medicine",2037
"Archives of Histology and Cytology",2036
"Pfl�gers Archiv f�r die Gesamte Physiologie des Menschen und der Tiere",2036
"The Journal of Criminal Law, Criminology, and Police Science",2036
"Biblical Theology Bulletin: Journal of Bible and Culture",2035
"Journal of Information Science",2034
"Psychology & Health",2034
"International Bulletin of Missionary Research",2033
"Comptes Rendus de l'Académie des Sciences - Series III - Sciences de la Vie",2032
"World Journal of Gastroenterology",2032
"JAMA Oncology",2031
Neoplasia,2031
"Cytokine & Growth Factor Reviews",2030
"Journal of Biomedical Informatics",2028
"Journal of Medical Case Reports",2028
"Journal of Empirical Finance",2027
"Journal of Adhesion Science and Technology",2026
"Materials Today",2026
"Plasma Processes and Polymers",2026
"The Family Journal",2026
Boreas,2024
"IEEE Transactions on Very Large Scale Integration (VLSI) Systems",2022
"Obesity Research",2022
Arabica,2021
"Journal of NeuroInterventional Surgery",2021
"The European Physical Journal Plus",2020
"Biological Wastes",2019
"Journal of Cultural Heritage",2019
"Journal of Multilingual and Multicultural Development",2019
"STEM CELLS",2019
"Comptes Rendus Physique",2018
"Surgical Laparoscopy, Endoscopy & Percutaneous Techniques",2018
"Machine Vision and Applications",2017
"Community Oncology",2016
"Current Problems in Cancer",2016
"Cytometry Part A",2016
"International Journal of Polymeric Materials",2016
"European Journal of Soil Biology",2015
"Journal of Nutrition",2015
"The Germanic Review: Literature, Culture, Theory",2015
"Theory and Society",2014
"Journal of the American Pharmaceutical Association (Practical Pharmacy ed.)",2013
"Perspectives in Psychiatric Care",2013
"Psychological Research",2013
"Journal of the American Musicological Society",2011
Mycorrhiza,2011
"The Journal of Applied Poultry Research",2011
"Journal of Cancer Education",2009
"Manuelle Medizin",2009
"Journal of Information and Optimization Sciences",2008
"Advances in Anatomic Pathology",2007
"Flow Measurement and Instrumentation",2007
"Zeitschrift für Rheumatologie",2007
"Bulletin of Engineering Geology and the Environment",2005
"International Journal of Surgical Pathology",2005
"Journal of Failure Analysis and Prevention",2005
"The Australian Library Journal",2005
"Journal of Black Studies",2004
"Journal of Pharmacokinetics and Biopharmaceutics",2004
"Journal of Pharmacological Methods",2004
"Science Signaling",2004
"Wärme- und Stoffübertragung",2004
"Ichthyological Research",2003
"Academy of Management Proceedings",2002
"Journal of Materials Chemistry A",2002
"Journal of the Institution of Locomotive Engineers",2002
"Nature Climate Change",2002
"Advances in Engineering Software (1978)",2001
"American Entomologist",2000
"Information Development",2000
Oriens,2000
"Science China Physics, Mechanics and Astronomy",2000
"FEMS Microbiology Reviews",1999
PRAXIS,1998
"The International Journal of Tuberculosis and Lung Disease",1998
"Computer Standards & Interfaces",1997
Pharmacogenomics,1997
"Current Diabetes Reports",1995
"Marine Micropaleontology",1995
Strategies,1995
"Annual Review of Biochemistry",1994
"Arbitration International",1994
"Studies in Romanticism",1994
"Contemporary Accounting Research",1993
"The Canadian Entomologist",1993
"Zeitschrift für die gesamte Versicherungswissenschaft",1993
"Kant-Studien",1992
"Nursing Management",1992
"PiD - Psychotherapie im Dialog",1990
Psychopharmacologia,1989
"Translational Research",1988
"European Journal of Communication",1986
"Chemical Communications (London)",1985
"Operative Orthopädie und Traumatologie",1985
"Journal of Inequalities and Applications",1984
"Journal of Interprofessional Care",1983
"The Library Quarterly",1983
"Journal of Inclusion Phenomena and Molecular Recognition in Chemistry",1982
"Psychiatric Rehabilitation Journal",1982
"Zeitschrift für Ernährungswissenschaft",1982
"European Management Journal",1981
"International Journal of Ambient Energy",1981
"BMJ Supportive & Palliative Care",1980
"European Journal of Emergency Medicine",1979
"Remedial and Special Education",1979
"Review of International Studies",1979
"Asian Journal of Control",1978
"Doklady Biological Sciences",1976
"European Sociological Review",1976
Prometheus,1976
"Australian Journal of Rural Health",1975
"Journal of Social Philosophy",1975
"Systematic Zoology",1974
"Aging Clinical and Experimental Research",1973
"Developments in Marketing Science: Proceedings of the Academy of Marketing Science",1973
"Digest of Middle East Studies",1973
"Psychology of Sport and Exercise",1973
"Scandinavian Actuarial Journal",1973
"Computers and Biomedical Research",1972
"Conference Proceedings of the Society for Experimental Mechanics Series",1972
"Yearbook of Vascular Surgery",1972
"Implant Dentistry",1971
"Science & Justice",1971
"Earthquake Spectra",1970
"Nature Reviews Clinical Oncology",1970
"J. Chem. Soc.",1969
"International Journal for the Advancement of Counselling",1968
"Surface Engineering",1968
"Acta Agriculturae Scandinavica",1967
"Asian Journal of Psychiatry",1967
"Frontiers in Aging Neuroscience",1967
"JCR: Journal of Clinical Rheumatology",1967
"Journal of Vacuum Science & Technology B, Nanotechnology and Microelectronics: Materials, Processing, Measurement, and Phenomena",1967
ORL,1967
"Australian Economic Papers",1966
"International Hepatology Communications",1966
"International Journal of Medical Informatics",1966
PALAIOS,1966
"Bijdragen tot de taal-, land- en volkenkunde / Journal of the Humanities and Social Sciences of Southeast Asia",1964
"International Journal of Pharmacy Practice",1964
"Australian Geographer",1962
"Estuaries and Coasts",1962
"Journal of Adolescent Health Care",1962
"Journal of Applied Chemistry",1962
"Journal of Southern African Studies",1962
"Rinsho Shinkeigaku",1962
"Annals of Mathematics and Artificial Intelligence",1961
"International Journal of Trauma Nursing",1961
"Journal of Clinical Medicine",1961
"Journal of Water Resources Planning and Management",1961
"Journal of the Royal Sanitary Institute",1961
"Pharmacotherapy: The Journal of Human Pharmacology and Drug Therapy",1961
"Viral Immunology",1961
"Dermatologic Therapy",1960
"European Journal of Paediatric Neurology",1960
"Science China Earth Sciences",1960
"Forftwiffenfchaftliches Centralblatt",1959
"Psychological Perspectives",1959
"Compensation & Benefits Review",1958
"IEEE Transactions on Sonics and Ultrasonics",1958
"International Contact Lens Clinic",1958
"Drug Discovery Today",1957
"International Small Business Journal",1957
"The Developing Economies",1957
"Journal of Management Education",1956
"Journal of Post Keynesian Economics",1956
"Oxford Journal of Legal Studies",1956
"Global Ecology and Biogeography",1954
"La radiologia medica",1954
"Zeitschrift für Gerontologie und Geriatrie",1954
"Zentralblatt für Veterinärmedizin Reihe A",1954
"Criminal Justice and Behavior",1953
